medium,transaction_date,amount,description
analyzer,8/12/2016,$49861.87,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus
uniform,12/10/2015,$34320.57,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
background,5/11/2016,$58458.86,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
Exclusive,2/15/2016,$50808.78,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel
Proactive,12/4/2015,$44518.73,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
Self-enabling,3/11/2016,$43543.38,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
Integrated,11/16/2015,$87769.36,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
Integrated,9/9/2016,$23684.37,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
web-enabled,4/27/2016,$3323.88,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
eco-centric,3/10/2016,$92081.39,ipsum aliquam non mauris morbi non lectus aliquam sit amet
Operative,8/6/2016,$44143.25,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem
algorithm,9/11/2015,$6994.54,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
Operative,3/8/2016,$14093.93,orci luctus et ultrices posuere cubilia curae mauris viverra diam
user-facing,1/1/2016,$31851.56,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
open system,4/29/2016,$96289.83,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
attitude-oriented,4/11/2016,$57845.02,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
dynamic,4/4/2016,$51480.24,tortor id nulla ultrices aliquet maecenas leo odio condimentum id
Right-sized,1/1/2016,$61914.75,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
adapter,9/2/2016,$2117.92,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius
workforce,10/12/2015,$3627.15,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
orchestration,9/7/2016,$87208.18,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend
Total,6/29/2016,$74881.70,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut
Open-architected,11/30/2015,$82577.11,consequat dui nec nisi volutpat eleifend donec ut dolor morbi
Operative,11/27/2015,$45254.95,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
Persistent,8/12/2016,$12035.20,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
function,8/7/2016,$18590.45,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
Total,12/12/2015,$20225.00,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
implementation,3/26/2016,$17660.50,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in
reciprocal,9/25/2015,$48647.28,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
Customer-focused,5/15/2016,$10442.05,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
archive,6/13/2016,$91973.91,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit
superstructure,9/25/2015,$34745.76,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
homogeneous,6/10/2016,$44204.29,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
open system,12/5/2015,$3469.08,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac
bandwidth-monitored,6/29/2016,$23814.19,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
hub,8/6/2016,$21911.12,in purus eu magna vulputate luctus cum sociis natoque penatibus
national,10/21/2015,$28085.13,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique
process improvement,10/17/2015,$2604.82,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
next generation,1/20/2016,$11096.58,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
algorithm,12/20/2015,$49366.39,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor
frame,12/29/2015,$2278.23,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis
software,6/21/2016,$92804.08,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
system engine,10/19/2015,$52210.50,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
instruction set,9/14/2015,$26523.10,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
Switchable,4/24/2016,$85148.90,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh
Total,4/7/2016,$41189.67,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
radical,4/4/2016,$20765.10,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
Reverse-engineered,10/18/2015,$47618.31,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
concept,9/23/2015,$74194.41,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
directional,8/19/2016,$29546.64,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
high-level,6/21/2016,$24049.48,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
neural-net,11/3/2015,$46089.88,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
website,8/1/2016,$67541.28,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
Optimized,7/13/2016,$23015.52,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
client-driven,1/4/2016,$69738.58,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
attitude,3/23/2016,$52807.73,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
migration,6/1/2016,$29241.89,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
