medium,transaction_date,amount,description
knowledge base,6/10/2016,$3.98,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
eco-centric,2/4/2016,$0.01,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
internet solution,6/22/2016,$4.74,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
monitoring,11/20/2015,$4.33,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
conglomeration,4/14/2016,$1.35,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam
asymmetric,5/29/2016,$1.18,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus
Enterprise-wide,8/22/2016,$0.62,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
paradigm,1/21/2016,$1.50,orci eget orci vehicula condimentum curabitur in libero ut massa
demand-driven,3/15/2016,$7.43,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis
alliance,1/6/2016,$0.25,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
real-time,10/21/2015,$1.75,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
Reverse-engineered,6/2/2016,$6.10,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
projection,8/22/2016,$8.27,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie
clear-thinking,3/17/2016,$1.14,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
matrix,1/10/2016,$8.51,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
service-desk,4/1/2016,$1.67,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at
installation,3/8/2016,$0.62,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
Innovative,9/8/2016,$4.98,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
complexity,10/31/2015,$6.34,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit
User-centric,6/17/2016,$3.14,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
static,5/11/2016,$6.47,lectus pellentesque at nulla suspendisse potenti cras in purus eu
content-based,2/27/2016,$1.54,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
content-based,12/1/2015,$9.69,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut
implementation,9/5/2016,$9.40,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin
functionalities,2/27/2016,$9.90,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
matrices,8/9/2016,$3.77,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius
holistic,7/14/2016,$9.88,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam
Fundamental,1/19/2016,$0.06,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu
heuristic,4/12/2016,$6.49,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
workforce,10/31/2015,$5.07,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
groupware,8/22/2016,$2.57,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea
Fully-configurable,7/4/2016,$7.52,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
core,1/11/2016,$4.40,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
Open-source,8/1/2016,$9.18,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
frame,5/11/2016,$6.07,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
Grass-roots,7/9/2016,$4.47,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse
Face to face,7/4/2016,$2.50,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
bottom-line,8/2/2016,$5.26,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
internet solution,10/2/2015,$6.06,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
initiative,2/1/2016,$8.13,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium
bi-directional,6/20/2016,$9.85,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium
systematic,5/25/2016,$9.82,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
Secured,11/26/2015,$7.77,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
standardization,4/16/2016,$6.25,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
static,4/5/2016,$5.43,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
scalable,8/17/2016,$3.91,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci
emulation,4/24/2016,$1.37,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
