merchant_id,medium,purchase_date,amount,description
40-633-8214,application,4/4/2016,$24492.22,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
44-410-2160,Front-line,7/13/2016,$7375.55,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
99-527-4559,Sharable,7/16/2016,$39803.96,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
80-392-3624,global,3/6/2016,$51283.13,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
48-714-0455,Networked,8/15/2016,$44205.17,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
23-950-5564,radical,11/5/2015,$98350.65,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
90-292-5071,system-worthy,3/3/2016,$56253.27,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
23-708-6644,human-resource,11/16/2015,$87549.74,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
03-379-1669,human-resource,11/7/2015,$136.38,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
73-123-8459,Re-engineered,10/7/2015,$78234.65,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl
79-439-0744,content-based,2/5/2016,$65049.52,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
43-038-4391,mobile,11/15/2015,$25250.78,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in
65-261-9355,empowering,7/31/2016,$50571.48,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
39-143-9573,Grass-roots,4/19/2016,$37136.67,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
93-914-0581,homogeneous,8/12/2016,$82605.72,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
09-817-4983,national,8/8/2016,$57010.92,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
86-271-5166,composite,5/2/2016,$60067.28,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
76-934-2215,Synergistic,4/26/2016,$20731.40,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
37-670-4596,contingency,3/17/2016,$19689.48,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus
69-715-7344,hybrid,2/5/2016,$81555.14,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in
62-060-2944,synergy,9/14/2015,$57986.71,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet
81-534-3641,Profound,3/16/2016,$93779.48,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras
12-782-9805,productivity,2/23/2016,$47908.13,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
65-782-6447,knowledge user,12/21/2015,$12306.13,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet
07-089-7032,4th generation,9/12/2015,$24179.91,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
13-176-5432,instruction set,1/9/2016,$48853.92,donec semper sapien a libero nam dui proin leo odio porttitor id consequat
73-776-3066,real-time,12/29/2015,$29210.18,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu
44-365-1393,hardware,5/31/2016,$96968.65,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum
98-857-5272,bottom-line,7/19/2016,$32707.97,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
41-272-3031,Progressive,6/22/2016,$34279.10,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
71-275-6430,forecast,12/8/2015,$86007.35,tristique est et tempus semper est quam pharetra magna ac
56-408-6587,open system,11/11/2015,$87274.43,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
44-726-3122,Polarised,6/29/2016,$9945.36,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien
82-910-1700,actuating,4/12/2016,$51934.96,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu
44-058-6875,encryption,11/26/2015,$34046.55,in faucibus orci luctus et ultrices posuere cubilia curae donec
49-886-2664,Cross-group,4/11/2016,$22044.08,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
23-256-7124,eco-centric,1/31/2016,$32645.72,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis
42-470-4294,Implemented,1/31/2016,$60037.72,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac
44-099-3349,Persistent,9/25/2015,$3107.47,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
27-821-4300,asymmetric,8/8/2016,$13160.76,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
29-237-9849,Re-contextualized,12/28/2015,$65259.26,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
88-282-8412,Switchable,7/10/2016,$39150.77,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id
13-372-8903,multi-state,8/6/2016,$73974.12,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo
04-080-7418,Exclusive,1/4/2016,$61542.88,sapien a libero nam dui proin leo odio porttitor id consequat in
74-509-8108,secured line,1/25/2016,$21323.67,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
72-349-7702,Synergized,1/1/2016,$77291.19,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
83-733-9265,Ameliorated,6/28/2016,$73318.68,pede libero quis orci nullam molestie nibh in lectus pellentesque
58-564-5353,uniform,4/14/2016,$44947.37,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
10-882-0726,fresh-thinking,9/20/2015,$97507.78,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit
37-151-4250,help-desk,1/3/2016,$62716.18,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in
65-610-1439,structure,8/31/2016,$5637.90,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
52-882-1066,artificial intelligence,5/20/2016,$40016.90,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
92-388-5679,installation,8/7/2016,$92255.20,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
77-763-5043,Monitored,4/13/2016,$82310.86,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
62-004-5574,Digitized,3/16/2016,$13891.47,integer non velit donec diam neque vestibulum eget vulputate ut
66-555-8801,Persevering,11/30/2015,$45074.83,risus auctor sed tristique in tempus sit amet sem fusce
41-355-5039,Team-oriented,12/18/2015,$17305.92,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
85-637-0901,Innovative,1/15/2016,$37183.73,sapien placerat ante nulla justo aliquam quis turpis eget elit
27-896-2867,Re-contextualized,3/14/2016,$30095.78,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
32-613-6408,Operative,6/30/2016,$29888.24,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
37-728-8234,disintermediate,10/20/2015,$26614.46,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
23-476-7385,Synchronised,6/14/2016,$52115.84,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in
53-926-7410,needs-based,5/25/2016,$48411.10,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
37-097-9351,user-facing,4/2/2016,$31344.40,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
25-803-8999,hierarchy,7/11/2016,$53591.75,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus
59-163-5389,Total,1/20/2016,$11280.90,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor
68-743-9512,context-sensitive,1/24/2016,$79953.93,cursus urna ut tellus nulla ut erat id mauris vulputate
79-694-0796,throughput,12/23/2015,$63660.55,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
34-126-9719,Networked,5/14/2016,$29954.55,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium
03-831-2113,Re-contextualized,6/18/2016,$88812.28,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio
06-076-8387,neural-net,11/2/2015,$63905.42,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus
00-433-6134,database,9/24/2015,$13003.86,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh
16-415-8425,alliance,1/5/2016,$42691.80,orci luctus et ultrices posuere cubilia curae donec pharetra magna
98-816-4448,Implemented,6/2/2016,$49690.53,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
96-773-4566,Front-line,9/20/2015,$72746.66,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
01-617-8990,secondary,4/24/2016,$19388.60,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
47-213-8056,middleware,4/3/2016,$59580.25,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla
36-823-3820,non-volatile,7/16/2016,$83853.53,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst
28-634-7911,Programmable,11/14/2015,$90579.69,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
94-217-4698,demand-driven,2/1/2016,$56325.29,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla
35-875-5787,actuating,7/27/2016,$16622.91,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui
49-934-8390,actuating,12/14/2015,$2872.69,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo
43-954-8072,Profound,2/28/2016,$3485.13,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum
92-712-6641,needs-based,11/13/2015,$13501.09,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi
39-617-5378,national,5/13/2016,$94702.39,sapien sapien non mi integer ac neque duis bibendum morbi non
51-891-3441,methodical,3/26/2016,$97159.19,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien
71-689-4964,adapter,4/29/2016,$35676.23,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus
13-573-6612,Re-contextualized,7/31/2016,$69919.77,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
64-493-6335,success,1/15/2016,$55290.24,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce
72-140-0443,matrices,3/21/2016,$82099.86,donec semper sapien a libero nam dui proin leo odio porttitor id
60-983-5705,internet solution,11/25/2015,$26800.74,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem
24-226-1304,asymmetric,7/21/2016,$87038.11,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
29-497-2289,solution,12/31/2015,$17093.09,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus
95-503-2343,initiative,1/7/2016,$69436.27,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
57-887-7566,Reduced,1/19/2016,$67154.16,fusce lacus purus aliquet at feugiat non pretium quis lectus
22-972-1808,systemic,8/7/2016,$40667.14,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
19-642-2174,frame,5/28/2016,$15829.30,varius ut blandit non interdum in ante vestibulum ante ipsum primis
80-655-9433,Grass-roots,10/28/2015,$19075.55,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus
30-008-7484,Multi-layered,11/11/2015,$54968.65,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non
15-510-0521,Team-oriented,4/11/2016,$52726.47,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla
80-324-2435,optimal,12/9/2015,$32996.44,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
31-131-4228,interactive,1/5/2016,$40591.90,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
15-163-6226,Fully-configurable,1/9/2016,$17195.80,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem
85-914-1534,local area network,11/30/2015,$35817.12,fusce congue diam id ornare imperdiet sapien urna pretium nisl
72-434-1023,4th generation,6/9/2016,$35985.45,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
06-821-8582,Total,2/29/2016,$43362.22,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam
74-080-3345,data-warehouse,2/9/2016,$97072.87,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
90-782-8378,composite,6/28/2016,$38904.10,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec
28-572-6038,orchestration,5/16/2016,$49015.89,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
43-971-3661,throughput,12/18/2015,$97946.96,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo
12-402-3187,background,5/27/2016,$15119.12,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu
99-044-5501,flexibility,1/4/2016,$11752.71,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
67-714-9168,radical,4/6/2016,$52262.91,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
29-511-6435,Inverse,2/13/2016,$24394.30,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
47-394-2808,Decentralized,12/31/2015,$39134.55,bibendum felis sed interdum venenatis turpis enim blandit mi in
24-956-4560,knowledge user,9/20/2015,$7989.56,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat
91-637-5221,structure,8/14/2016,$50783.60,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo
94-432-7003,structure,5/15/2016,$89545.84,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
65-322-3640,framework,7/19/2016,$77590.50,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
84-982-5766,Proactive,10/27/2015,$6127.18,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non
36-511-2259,eco-centric,6/13/2016,$73129.47,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
80-665-6946,Organic,5/19/2016,$71624.87,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
02-993-6565,User-friendly,7/29/2016,$889.65,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
75-916-2645,Upgradable,3/8/2016,$39310.07,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
54-366-3974,object-oriented,11/8/2015,$50067.72,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
86-985-7994,interface,2/8/2016,$42589.95,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
14-139-9342,Focused,10/16/2015,$25122.57,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
83-898-9226,Automated,3/26/2016,$6731.20,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in
16-468-6834,Reduced,4/21/2016,$55666.81,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
56-956-8528,mission-critical,10/12/2015,$38260.81,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis
03-292-4220,Proactive,3/26/2016,$87637.61,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus
55-672-0887,Expanded,3/31/2016,$13857.29,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel
67-783-1698,hub,11/1/2015,$72372.62,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
21-627-4053,Reactive,6/20/2016,$1463.04,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus
81-794-6663,impactful,1/4/2016,$73268.71,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac
41-554-9131,object-oriented,7/21/2016,$62028.53,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus
44-205-2971,approach,11/19/2015,$86171.66,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
49-643-9783,User-centric,8/2/2016,$8138.71,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
52-285-1553,Secured,7/14/2016,$87020.84,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut
56-189-1793,array,5/23/2016,$25877.96,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
32-898-6403,array,5/10/2016,$85095.93,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio
39-821-4033,content-based,12/19/2015,$80085.53,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
97-526-5466,Sharable,1/19/2016,$3102.29,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor
96-762-8386,monitoring,3/12/2016,$45123.41,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
19-928-1338,Profit-focused,8/9/2016,$7538.03,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
09-978-9728,Diverse,7/22/2016,$64592.41,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in
71-756-0231,directional,9/8/2016,$78336.63,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros
28-900-3727,empowering,6/12/2016,$57307.71,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
04-402-5366,contingency,12/12/2015,$84526.07,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum
58-213-0917,frame,10/22/2015,$26229.13,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
08-752-0218,Assimilated,1/11/2016,$66571.92,nunc commodo placerat praesent blandit nam nulla integer pede justo
56-635-1862,Cross-platform,10/9/2015,$99932.15,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
55-755-6871,content-based,7/26/2016,$62574.05,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec
55-463-6085,project,3/10/2016,$28607.36,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
14-576-1063,service-desk,3/4/2016,$66744.00,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
66-548-8693,Secured,4/14/2016,$462.63,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
48-007-7898,didactic,7/4/2016,$91198.21,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
64-020-6293,benchmark,12/4/2015,$42261.35,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
33-507-0185,Up-sized,10/31/2015,$35588.83,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
