medium,payee_id,amount,transaction_date,description
User-friendly,48-941-3662,$33020.03,7/2/2016,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla
secondary,48-041-3209,$75901.42,9/10/2015,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla
holistic,50-501-5420,$84655.11,11/8/2015,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu
grid-enabled,05-665-4867,$56730.17,10/27/2015,primis in faucibus orci luctus et ultrices posuere cubilia curae duis
capacity,01-813-0528,$95013.70,9/24/2015,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo
archive,01-282-6123,$45663.45,2/10/2016,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis
Pre-emptive,63-575-3344,$5834.38,10/27/2015,felis eu sapien cursus vestibulum proin eu mi nulla ac
Switchable,17-538-5410,$27649.18,9/4/2016,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna
Organized,57-699-4276,$4192.98,10/30/2015,cras mi pede malesuada in imperdiet et commodo vulputate justo
definition,91-223-1881,$22837.34,10/19/2015,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut
product,86-690-0788,$75769.73,8/28/2016,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
infrastructure,25-903-2610,$93006.18,6/8/2016,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
4th generation,23-568-0782,$35416.77,12/5/2015,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor
high-level,91-494-9028,$89352.52,12/2/2015,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
Streamlined,32-843-8052,$64709.40,11/13/2015,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
next generation,16-944-5734,$66544.29,5/22/2016,tempus vivamus in felis eu sapien cursus vestibulum proin eu
synergy,88-631-4325,$15026.79,1/4/2016,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
Networked,12-720-5697,$32450.00,5/17/2016,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
Switchable,02-350-6652,$98998.49,12/11/2015,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
matrix,95-072-6169,$75867.46,9/10/2015,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna
motivating,50-196-1647,$99482.23,1/15/2016,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
data-warehouse,82-692-3746,$95432.63,5/22/2016,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
Cross-platform,85-855-3969,$19889.55,7/7/2016,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare
Exclusive,04-141-3947,$58546.12,10/28/2015,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
well-modulated,40-879-8012,$93430.02,5/18/2016,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
Enterprise-wide,66-442-0724,$23608.43,3/22/2016,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac
User-centric,42-821-8157,$82855.11,11/7/2015,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum
demand-driven,69-118-9862,$72263.80,5/16/2016,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
capability,23-720-1313,$48346.40,2/11/2016,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
Graphical User Interface,90-874-0662,$68502.84,12/31/2015,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et
Polarised,14-793-2095,$30712.50,5/14/2016,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices
Diverse,24-877-7111,$76808.67,6/27/2016,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
cohesive,42-521-6637,$41460.49,8/22/2016,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
modular,32-617-4801,$74614.01,9/5/2016,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
Visionary,56-873-6816,$65335.32,10/31/2015,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
matrix,66-553-7033,$59867.40,1/2/2016,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
methodology,70-762-6806,$57989.53,9/5/2016,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
projection,16-466-0489,$70643.40,7/22/2016,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
directional,48-360-2521,$31828.82,8/24/2016,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis
didactic,98-453-0423,$63699.19,7/19/2016,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum
full-range,93-596-4805,$15269.98,3/8/2016,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
transitional,83-412-1413,$34194.62,8/19/2016,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
framework,32-353-1198,$54399.53,6/2/2016,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo
dynamic,50-126-8967,$62203.97,11/11/2015,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
systematic,51-677-8719,$16492.52,12/27/2015,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris
grid-enabled,40-997-3117,$78977.60,4/10/2016,id luctus nec molestie sed justo pellentesque viverra pede ac diam
frame,52-560-0075,$55732.11,7/30/2016,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
bifurcated,80-933-9651,$70641.79,7/12/2016,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
content-based,77-208-5010,$61032.33,10/12/2015,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus
attitude-oriented,07-770-8312,$21207.55,3/9/2016,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem
context-sensitive,24-254-9754,$41597.37,8/31/2016,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet
homogeneous,88-277-7590,$3581.64,12/21/2015,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec
synergy,51-709-4898,$90901.37,2/29/2016,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut
holistic,48-813-1204,$48834.44,2/2/2016,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque
secondary,91-794-5389,$17821.65,10/9/2015,est et tempus semper est quam pharetra magna ac consequat metus sapien
Fully-configurable,47-496-3958,$73405.13,5/6/2016,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
Team-oriented,40-548-9944,$62814.21,3/18/2016,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
Down-sized,38-203-4595,$77724.44,9/15/2015,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
Reverse-engineered,91-027-7683,$74593.44,1/29/2016,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue
interactive,75-061-8259,$44117.75,2/23/2016,urna ut tellus nulla ut erat id mauris vulputate elementum
modular,30-102-0947,$83357.42,2/16/2016,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
hierarchy,81-740-9977,$89254.81,5/29/2016,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
structure,91-440-8077,$91488.78,2/2/2016,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
regional,03-948-4959,$50740.74,9/10/2015,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
eco-centric,09-938-0248,$74923.10,5/9/2016,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
Sharable,42-593-9203,$5253.37,1/22/2016,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
Extended,24-865-4466,$79433.78,4/13/2016,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
local area network,28-075-7898,$40710.97,5/23/2016,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in
moderator,85-803-7871,$26715.98,8/4/2016,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
Advanced,89-001-5176,$31135.23,2/29/2016,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
Cross-group,07-502-2338,$62870.79,10/2/2015,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id
6th generation,94-935-3108,$94689.89,2/17/2016,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
Up-sized,05-952-2753,$84465.95,7/19/2016,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus
explicit,48-005-3727,$19422.81,7/8/2016,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat
Stand-alone,98-929-1025,$44125.04,12/15/2015,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
Profit-focused,33-472-5443,$25370.40,7/27/2016,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
Fundamental,24-322-3930,$95170.64,7/10/2016,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie
content-based,73-088-3321,$27482.56,3/5/2016,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
implementation,36-546-7387,$4705.49,5/23/2016,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla
monitoring,53-893-2005,$18508.29,10/22/2015,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
Optimized,26-592-3877,$48600.26,2/20/2016,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros
Digitized,29-552-0658,$18662.38,10/3/2015,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
6th generation,52-991-8228,$62651.58,1/10/2016,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante
Polarised,42-334-1844,$48884.94,9/1/2016,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
standardization,10-078-3476,$12630.37,6/8/2016,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
hub,05-074-2939,$26854.82,9/4/2016,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst
5th generation,91-055-8940,$86637.54,5/1/2016,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin
content-based,33-660-8409,$10676.12,5/11/2016,in est risus auctor sed tristique in tempus sit amet sem fusce
even-keeled,94-227-9751,$11433.60,8/9/2016,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
Face to face,89-480-4376,$73105.12,5/18/2016,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat
24 hour,79-756-3905,$54211.49,8/11/2016,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
Realigned,84-966-9914,$31175.41,5/1/2016,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero
non-volatile,35-295-3527,$6456.09,9/14/2015,interdum in ante vestibulum ante ipsum primis in faucibus orci
project,24-481-9419,$25409.60,8/13/2016,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non
5th generation,50-310-9699,$62969.69,12/10/2015,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
product,41-995-2658,$87342.37,3/9/2016,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
Public-key,49-186-5395,$61194.37,9/7/2016,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque
projection,06-465-7580,$72333.77,9/3/2016,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
synergy,31-867-9048,$56078.24,2/18/2016,amet cursus id turpis integer aliquet massa id lobortis convallis
Horizontal,46-911-5951,$6616.20,8/18/2016,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
bi-directional,26-789-1471,$61838.30,5/14/2016,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
high-level,33-825-1907,$67494.23,3/17/2016,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
firmware,46-150-7511,$8259.26,5/3/2016,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut
strategy,77-405-3425,$76127.76,4/19/2016,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
national,22-966-9812,$34245.29,11/20/2015,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
solution-oriented,34-238-0571,$18437.20,4/20/2016,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac
Customizable,50-835-4421,$88450.77,4/14/2016,hac habitasse platea dictumst maecenas ut massa quis augue luctus
Re-contextualized,85-290-6306,$21650.17,9/10/2015,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
non-volatile,28-598-2688,$20399.49,12/9/2015,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
radical,61-738-5933,$87236.15,11/7/2015,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur
Object-based,77-796-1659,$54712.05,2/27/2016,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
toolset,64-584-3135,$85195.48,5/21/2016,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
Down-sized,75-691-8975,$87856.16,6/15/2016,sed augue aliquam erat volutpat in congue etiam justo etiam
background,62-794-8237,$96501.82,11/15/2015,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget
3rd generation,72-571-0918,$12505.92,7/13/2016,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices
Polarised,22-485-8515,$13653.24,12/12/2015,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque
functionalities,68-574-8325,$55843.81,6/29/2016,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
internet solution,47-930-6576,$67979.73,12/21/2015,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet
initiative,18-620-1572,$49375.62,6/10/2016,sapien non mi integer ac neque duis bibendum morbi non quam
Compatible,67-168-2150,$39421.12,3/30/2016,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
incremental,68-414-5795,$45645.58,2/22/2016,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui
non-volatile,12-365-3661,$14585.37,6/11/2016,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
systemic,15-137-7286,$62773.41,7/22/2016,venenatis tristique fusce congue diam id ornare imperdiet sapien urna
Optional,55-576-6189,$90969.10,7/6/2016,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque
utilisation,35-464-1091,$52739.89,7/26/2016,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis
solution,99-484-0823,$38855.41,8/19/2016,ac lobortis vel dapibus at diam nam tristique tortor eu pede
structure,10-014-1732,$76213.77,9/7/2016,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat
leverage,72-436-2491,$58103.71,3/21/2016,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
Integrated,72-746-3569,$26871.27,1/14/2016,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
systematic,99-910-8328,$18682.30,4/14/2016,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
needs-based,29-474-8232,$75253.87,5/11/2016,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
Multi-layered,71-167-7980,$40282.98,12/27/2015,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo
software,27-883-5758,$27400.21,7/8/2016,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed
Multi-lateral,99-827-0368,$60894.17,3/1/2016,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
regional,53-100-9314,$1267.46,11/9/2015,nisl aenean lectus pellentesque eget nunc donec quis orci eget
Expanded,19-415-8053,$34568.99,2/5/2016,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
system engine,21-932-4393,$21957.71,12/16/2015,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
superstructure,96-039-4124,$96767.42,10/27/2015,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
multi-tasking,53-074-7696,$95096.66,9/9/2016,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
toolset,11-758-6852,$61302.36,7/28/2016,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
firmware,26-770-6302,$80610.01,5/4/2016,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit
success,73-713-3721,$27133.93,3/16/2016,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
Inverse,55-943-3419,$4065.66,3/13/2016,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
User-centric,33-015-8840,$18641.74,8/17/2016,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus
logistical,91-679-8915,$52343.64,10/4/2015,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
Organic,51-150-5412,$28356.44,4/12/2016,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque
service-desk,02-611-1880,$66116.70,8/12/2016,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
high-level,69-642-6025,$86848.67,5/24/2016,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
help-desk,23-768-2943,$79237.83,6/19/2016,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
demand-driven,58-164-5708,$91497.90,8/14/2016,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
Realigned,01-352-5098,$39798.09,5/20/2016,volutpat sapien arcu sed augue aliquam erat volutpat in congue
client-server,88-334-4235,$78596.23,11/7/2015,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam
explicit,28-542-8899,$45230.84,4/23/2016,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
optimal,61-830-8375,$31646.94,8/27/2016,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis
application,39-722-3760,$88992.15,9/19/2015,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis
composite,06-333-1336,$12093.20,8/1/2016,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu
Assimilated,38-240-2305,$74586.86,10/31/2015,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
Multi-channelled,52-105-5358,$82373.22,11/22/2015,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst
Multi-channelled,21-519-6283,$40258.18,6/27/2016,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
Innovative,13-300-8611,$58557.40,3/1/2016,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede
fault-tolerant,10-361-1645,$43182.97,6/28/2016,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus
multimedia,20-501-2353,$23705.99,10/14/2015,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin
Customer-focused,27-159-2781,$26457.58,1/13/2016,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna
modular,58-210-6848,$71660.92,8/11/2016,ligula in lacus curabitur at ipsum ac tellus semper interdum
homogeneous,59-913-1123,$65349.41,1/17/2016,pretium quis lectus suspendisse potenti in eleifend quam a odio in
Customer-focused,76-107-0682,$32488.70,11/22/2015,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat
contextually-based,31-369-9631,$74804.52,12/4/2015,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse
